1,6,1,2,0,0,10.94963,0.59,0.7547845
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,#,O,#,O,O,O
# O,O,O,#,D,#,→,→,↓,O
# O,O,O,#,→,→,↑,D,↓,O
# O,O,#,O,↑,←,←,←,↓,O
# O,O,O,#,#,O,P,↑,→,E
# O,O,#,O,O,#,O,↑,O,O
# O,O,#,#,#,O,O,↑,O,O
# S,→,→,→,→,→,→,↑,P,O
# O,O,O,O,O,O,O,O,O,O

2,7,1,2,0,0,9.391319,0.52,0.8650793
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,O,D,#,O,#,O
# O,#,P,O,#,→,→,→,↓,O
# S,→,→,↓,D,↑,#,↓,←,O
# O,O,O,→,→,↑,#,↓,P,O
# O,#,#,O,O,P,O,↓,O,O
# O,↓,←,←,←,←,←,←,O,O
# O,→,→,→,→,→,↓,D,O,O
# O,P,#,#,D,#,→,→,→,E
# O,O,O,O,O,O,O,O,O,O

1,6,1,0,0,0,8.676542,0.576,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,O,O,O,O,O,#,O
# O,#,O,#,→,→,↓,O,O,O
# O,O,P,→,↑,D,↓,#,O,O
# O,#,→,↑,P,↓,←,#,O,O
# O,D,↑,O,↓,←,#,#,O,O
# O,→,↑,O,→,→,→,→,↓,O
# O,↑,O,O,D,O,O,#,↓,O
# S,↑,P,#,#,O,#,O,→,E
# O,O,O,O,O,O,O,O,O,O

2,7,1,0,0,0,11.05758,0.564,0.7936508
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,P,#,#,#,D,→,E
# S,→,→,→,→,→,↓,→,↑,O
# O,#,#,#,O,D,↓,↑,#,O
# O,O,P,↓,←,←,←,↑,O,O
# O,O,↓,←,D,#,O,↑,#,O
# O,O,↓,P,O,O,O,↑,←,O
# O,O,→,→,→,→,↓,D,↑,O
# O,O,#,#,O,P,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

1,6,1,0,0,0,9.077059,0.579,0.7387444
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,#,#,O,O,#,#,→,E
# O,→,↓,#,O,#,O,O,↑,O
# O,↑,↓,O,O,P,O,O,↑,O
# S,↑,↓,O,O,→,→,↓,↑,O
# O,O,↓,O,O,↑,O,↓,↑,O
# O,#,→,→,→,↑,O,↓,↑,O
# O,O,D,#,O,#,O,→,↑,O
# O,O,O,#,#,#,O,D,#,O
# O,O,O,O,O,O,O,O,O,O

2,7,1,0,0,0,25.72169,0.557,0.7259816
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,→,↓,P,#,#,O
# O,O,#,#,O,→,↓,#,#,O
# O,#,D,O,O,D,→,↓,#,O
# O,↓,←,O,O,O,P,↓,#,O
# O,↓,↑,←,←,←,←,←,#,O
# O,→,↓,P,#,O,D,O,→,E
# O,O,→,→,→,→,↓,D,↑,O
# O,O,O,P,#,O,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

1,6,1,0,0,0,12.70607,0.533,0.7377148
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,↓,O,O,#,O,#,#,O
# O,P,↓,O,O,#,#,O,→,E
# O,O,→,↓,#,#,#,O,↑,O
# O,O,D,→,→,↓,#,#,↑,O
# O,O,O,P,#,→,→,↓,↑,O
# O,O,#,O,O,D,↓,←,↑,O
# O,O,D,↓,←,←,←,P,↑,O
# O,O,#,→,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

1,4,1,9,0,0,16.36238,0.254,0.8777778
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,O,→,→,→,→,→,E
# O,O,O,O,↑,D,O,#,#,O
# O,O,#,O,↑,←,←,←,←,O
# O,#,#,P,#,#,#,D,↑,O
# O,O,O,→,→,→,→,↓,↑,O
# O,O,O,↑,#,O,P,→,↑,O
# O,O,O,↑,#,O,O,O,O,O
# S,→,→,↑,#,#,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

1,6,1,1,0,0,6.997568,0.595,0.6897825
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,→,→,→,↓,P,#,#,#,O
# O,O,↓,←,←,#,#,O,O,O
# O,O,↓,O,#,O,O,O,O,O
# O,O,→,→,→,↓,O,O,D,O
# O,#,D,O,O,↓,O,#,→,E
# O,O,O,O,O,→,→,→,↑,O
# O,O,#,O,O,P,O,#,O,O
# O,#,#,O,O,O,#,O,O,O
# O,O,O,O,O,O,O,O,O,O

1,6,2,0,0,1,8.340062,0.546,0.7453378
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,#,#,#,#,#,O,O,O
# S,→,↓,O,O,O,O,O,O,O
# O,O,↓,O,O,#,O,O,→,E
# O,O,↓,D,O,D,O,O,↑,O
# O,#,↓,→,↓,→,→,→,↑,O
# O,O,→,↑,→,↑,O,#,#,O
# O,O,P,#,P,O,O,O,O,O
# O,O,#,O,O,O,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

1,6,1,0,0,0,6.712009,0.543,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,O,O,O,O,#,O,O
# O,O,O,#,O,#,D,O,#,O
# O,→,→,→,→,→,→,↓,→,E
# S,↑,P,O,O,O,#,↓,↑,O
# O,O,O,O,O,#,↓,←,↑,O
# O,O,O,O,#,#,↓,P,↑,O
# O,O,#,#,O,O,→,→,↑,O
# O,O,O,O,#,O,D,#,O,O
# O,O,O,O,O,O,O,O,O,O

2,7,1,0,0,0,14.38326,0.53,0.7259816
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,P,→,→,↓,D,→,E
# S,→,→,→,↑,D,↓,#,↑,O
# O,O,P,#,#,↓,←,#,↑,O
# O,#,O,O,#,→,↓,→,↑,O
# O,O,O,O,#,P,↓,↑,P,O
# O,O,#,O,↓,←,←,↑,←,O
# O,O,#,O,↓,D,#,D,↑,O
# O,O,O,#,→,→,→,→,↑,O
# O,O,O,O,O,O,O,O,O,O

1,5,1,5,0,0,11.40387,0.241,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,O,#,#,O,O,O,O,O
# S,→,→,→,↓,O,O,O,O,O
# O,O,O,P,↓,#,#,O,→,E
# O,O,#,O,↓,#,O,#,↑,O
# O,O,P,↓,←,#,O,#,↑,O
# O,↓,←,←,D,#,O,#,↑,O
# O,→,→,→,→,→,→,→,↑,O
# O,D,#,P,O,O,O,D,#,O
# O,O,O,O,O,O,O,O,O,O

2,6,1,0,0,0,10.90287,0.541,0.7435063
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# S,↓,O,#,→,→,→,→,↓,O
# O,→,→,→,↑,D,#,P,↓,O
# O,P,#,#,O,#,D,↓,←,O
# O,O,#,#,↓,←,←,←,→,E
# O,#,#,#,↓,O,O,O,↑,O
# O,O,#,O,↓,O,D,O,↑,O
# O,#,O,O,→,→,→,→,↑,O
# O,O,O,O,P,O,O,O,#,O
# O,O,O,O,O,O,O,O,O,O

3,5,2,5,0,1,32.84104,0.242,0.7589125
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,O,D,O,#,→,→,→,E
# O,O,O,→,→,→,↑,P,#,O
# O,#,D,↑,←,←,←,←,#,O
# S,→,↓,P,→,→,→,↑,#,O
# O,O,↓,#,↑,D,O,#,#,O
# O,O,↓,O,↑,←,←,←,#,O
# O,D,→,→,→,→,→,↑,P,O
# O,O,P,O,#,#,O,O,O,O
# O,O,O,O,O,O,O,O,O,O

4,6,1,1,0,0,6.991913,0.558,0.7863634
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,D,O,P,#,O,#,O
# O,O,#,→,→,→,→,↓,D,O
# O,O,D,↑,←,←,←,→,↓,O
# O,#,→,→,→,↓,↑,O,↓,O
# O,#,↑,O,O,→,↑,O,↓,O
# O,O,↑,#,#,P,#,O,↓,O
# S,→,↑,P,O,O,#,#,↓,O
# O,O,O,#,O,O,O,#,→,E
# O,O,O,O,O,O,O,O,O,O

5,5,1,21,0,0,25.76338,0.228,0.7863635
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,P,O,O,#,O,#,#,O
# O,→,→,→,↓,D,#,O,P,O
# O,↑,D,O,→,→,→,→,↓,O
# O,↑,←,←,O,O,D,↓,←,O
# S,→,↓,↑,↓,←,←,←,O,O
# O,#,→,↑,↓,P,#,O,#,O
# O,#,P,O,→,→,→,↓,D,O
# O,#,O,O,#,#,#,→,→,E
# O,O,O,O,O,O,O,O,O,O

1,6,1,0,0,0,5.366976,0.516,0.7387444
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,O,#,O,#,O,O,P,O,O
# S,↓,O,O,#,O,→,→,↓,O
# O,↓,O,#,#,O,↑,D,↓,O
# O,↓,O,O,O,O,↑,#,↓,O
# O,→,↓,#,O,O,↑,O,↓,O
# O,P,→,→,→,→,↑,#,↓,O
# O,O,D,#,O,O,O,O,↓,O
# O,#,O,O,O,#,#,#,→,E
# O,O,O,O,O,O,O,O,O,O

2,7,1,0,0,0,6.392427,0.526,0.861111
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,P,#,O,O,#,O,#,#,O
# O,→,→,↓,D,O,→,→,↓,O
# O,↑,O,→,→,→,↑,D,→,E
# O,↑,←,←,←,←,←,←,O,O
# O,#,O,#,O,#,O,↑,O,O
# S,↓,D,→,→,↓,P,↑,#,O
# O,→,→,↑,#,→,→,↑,P,O
# O,#,#,P,O,O,D,#,O,O
# O,O,O,O,O,O,O,O,O,O

3,8,1,0,0,0,9.487528,1.681,0.5724206
# Map Data Below
# O,O,O,O,O,O,O,O,O,O
# O,#,D,#,O,#,#,#,P,O
# O,#,→,→,→,→,→,→,↓,O
# O,→,↑,#,#,#,O,O,↓,O
# O,↑,←,←,←,O,O,↓,←,O
# O,P,O,D,↑,←,O,↓,D,O
# O,O,O,→,↓,↑,←,→,↓,O
# O,P,→,↑,↓,D,↑,O,↓,O
